Group num: 0, TC(X;Y_j): 6.512
minste, 0.008, 1.000, 0.008
vervuiler, 0.008, 1.000, 0.008
aanpak klimaatverandering, 0.008, 1.000, 0.008
efficiënt, 0.008, 1.000, 0.008
belofte, 0.008, 1.000, 0.008
ruwweg, 0.008, 1.000, 0.008
luchtvaart, 0.008, 1.000, 0.008
urgentie, 0.008, 1.000, 0.008
beschikbare, 0.008, 1.000, 0.008
broeikasgassen atmosfeer, 0.008, 1.000, 0.008
ecomodernist, 0.008, 1.000, 0.008
ingrijpen, 0.008, 1.000, 0.008
einddoel, 0.008, 1.000, 0.008
fatih birol, 0.008, 1.000, 0.008
fatih, 0.008, 1.000, 0.008
milieuactivisten, 0.008, 1.000, 0.008
europese uitstoot, 0.008, 1.000, 0.008
capture, 0.008, 1.000, 0.008
zeilen bijzetten, 0.008, 1.000, 0.008
maximaal graad, 0.008, 1.000, 0.008
change ipcc, 0.008, 1.000, 0.008
reductie 2030, 0.008, 1.000, 0.008
opgave, 0.008, 1.000, 0.008
concentratie, 0.007, 1.000, 0.007
plafond, 0.007, 1.000, 0.007
toenemende, 0.007, 1.000, 0.007
recent, 0.007, 1.000, 0.007
miljoen co2, 0.007, 1.000, 0.007
vergt, 0.007, 1.000, 0.007
lager 1990, 0.007, 1.000, 0.007
environmental, 0.007, 1.000, 0.007
bindende, 0.007, 1.000, 0.007
essentieel, 0.007, 1.000, 0.007
vervanging, 0.007, 1.000, 0.007
verschuiving, 0.007, 1.000, 0.007
teruggebracht, 0.007, 1.000, 0.007
afvangen opslaan, 0.007, 1.000, 0.007
uitkomt, 0.007, 1.000, 0.007
dubbel, 0.007, 1.000, 0.007
verplichten, 0.007, 1.000, 0.007
netto, 0.007, 1.000, 0.007
anderhalve graad, 0.007, 1.000, 0.007
landbouwgrond, 0.007, 1.000, 0.007
milieumaatregelen, 0.007, 1.000, 0.007
presenteerde, 0.007, 1.000, 0.007
onvermijdelijk, 0.007, 1.000, 0.007
uitstoot verminderen, 0.007, 1.000, 0.007
broeikasgassen uitstoot, 0.007, 1.000, 0.007
2050 fossiele, 0.007, 1.000, 0.007
parijse, 0.007, 1.000, 0.007
hulpbronnen, 0.007, 1.000, 0.007
panel climate, 0.007, 1.000, 0.007
uiteen, 0.007, 1.000, 0.007
opbrengst, 0.007, 1.000, 0.007
gehalveerd, 0.007, 1.000, 0.007
minimaal, 0.007, 1.000, 0.007
guardian, 0.007, 1.000, 0.007
ambities, 0.007, 1.000, 0.007
co2 uitgestoten, 0.007, 1.000, 0.007
koolstofdioxide, 0.007, 1.000, 0.007
2060, 0.007, 1.000, 0.007
energierapport, 0.007, 1.000, 0.007
innoveren, 0.007, 1.000, 0.007
bestrijdingsmiddelen, 0.007, 1.000, 0.007
broeikasgassen uitstoten, 0.007, 1.000, 0.007
doelstelling 2030, 0.007, 1.000, 0.007
2050 uitstoot, 0.007, 1.000, 0.007
birol, 0.007, 1.000, 0.007
outlook, 0.007, 1.000, 0.007
miljard 2050, 0.007, 1.000, 0.007
duurzame 2020, 0.007, 1.000, 0.007
energy outlook, 0.007, 1.000, 0.007
produceerde, 0.007, 1.000, 0.007
exxon, 0.007, 1.000, 0.007
opslaan co2, 0.007, 1.000, 0.007
ontzien, 0.006, 1.000, 0.006
verbouwen, 0.006, 1.000, 0.006
zeespiegelstijging, 0.006, 1.000, 0.006
urgenda, 0.006, 1.000, 0.006
doorbraak, 0.006, 1.000, 0.006
energiegebruik, 0.006, 1.000, 0.006
duurzamer, 0.003, 2.000, 0.006
bijstoken, 0.006, 1.000, 0.006
besparen, 0.006, 1.000, 0.006
spectaculair, 0.006, 1.000, 0.006
besparing, 0.006, 1.000, 0.006
uitstoters, 0.006, 1.000, 0.006
opwarming beteugelen, 0.006, 1.000, 0.006
broeikasgassen omlaag, 0.006, 1.000, 0.006
gokken, 0.006, 1.000, 0.006
kilogram, 0.006, 1.000, 0.006
carbon capture, 0.006, 1.000, 0.006
methaan lachgas, 0.006, 1.000, 0.006
industriële processen, 0.006, 1.000, 0.006
berekend, 0.006, 1.000, 0.006
dsm, 0.006, 1.000, 0.006
wereldschaal, 0.006, 1.000, 0.006
schoorstenen, 0.006, 1.000, 0.006
kooldioxide, 0.006, 1.000, 0.006
statistiek, 0.006, 1.000, 0.006
excuus, 0.006, 1.000, 0.006
oplevert, 0.006, 1.000, 0.006
duurzame energievoorziening, 0.006, 1.000, 0.006
beperking, 0.006, 1.000, 0.006
maximum, 0.006, 1.000, 0.006
ambitieuzer, 0.006, 1.000, 0.006
aangeven, 0.006, 1.000, 0.006
gassen, 0.006, 1.000, 0.006
energiedichtheid, 0.006, 1.000, 0.006
bill gates, 0.006, 1.000, 0.006
huiverig, 0.006, 1.000, 0.006
verstookt, 0.006, 1.000, 0.006
milieudefensie, 0.006, 1.000, 0.006
concludeerde, 0.006, 1.000, 0.006
constant, 0.006, 1.000, 0.006
doelstellingen klimaatakkoord, 0.006, 1.000, 0.006
opwarming graad, 0.006, 1.000, 0.006
industrialisatie, 0.006, 1.000, 0.006
subsidiëren, 0.006, 1.000, 0.006
substantiële, 0.006, 1.000, 0.006
lastiger, 0.006, 1.000, 0.006
gates, 0.006, 1.000, 0.006
tegendeel, 0.006, 1.000, 0.006
efficiënte, 0.006, 1.000, 0.006
uitstoter, 0.006, 1.000, 0.006
miljoen banen, 0.006, 1.000, 0.006
duurzame energiebesparing, 0.006, 1.000, 0.006
intergovernmental, 0.006, 1.000, 0.006
intergovernmental panel, 0.006, 1.000, 0.006
2050 co2, 0.006, 1.000, 0.006
mouwen, 0.006, 1.000, 0.006
graad celsius, 0.006, 1.000, 0.006
qua, 0.006, 1.000, 0.006
transitie duurzame, 0.006, 1.000, 0.006
vereist, 0.006, 1.000, 0.006
bedrijvigheid, 0.006, 1.000, 0.006
warmt, 0.006, 1.000, 0.006
remco, 0.006, 1.000, 0.006
emeritus hoogleraar, 0.006, 1.000, 0.006
aluminium, 0.006, 1.000, 0.006
beteugelen, 0.006, 1.000, 0.006
ontwikkelingshulp, 0.006, 1.000, 0.006
vertraagt, 0.006, 1.000, 0.006
mondiale uitstoot, 0.006, 1.000, 0.006
statistiek cbs, 0.006, 1.000, 0.006
schokken, 0.006, 1.000, 0.006
beperken celsius, 0.006, 1.000, 0.006
klimaattoppen, 0.006, 1.000, 0.006
capture storage, 0.006, 1.000, 0.006
wereldtemperatuur, 0.006, 1.000, 0.006
co2 1990, 0.006, 1.000, 0.006
verdere, 0.006, 1.000, 0.006
2030 opzichte, 0.006, 1.000, 0.006
aanloop, 0.006, 1.000, 0.006
energieagentschap iea, 0.006, 1.000, 0.006
precieze, 0.006, 1.000, 0.006
ongekende, 0.006, 1.000, 0.006
co2 dringen, 0.006, 1.000, 0.006
kachel, 0.006, 1.000, 0.006
verdubbelt, 0.006, 1.000, 0.006
energieakkoord 2013, 0.006, 1.000, 0.006
energieopslag, 0.006, 1.000, 0.006
behalen, 0.005, 1.000, 0.005
uitvoeren, 0.005, 1.000, 0.005
duidelijkheid, 0.005, 1.000, 0.005
innovatieve, 0.005, 1.000, 0.005
kilometerheffing, 0.005, 1.000, 0.005
ambitieuze doelen, 0.005, 1.000, 0.005
lekt, 0.005, 1.000, 0.005
agentschap iea, 0.005, 1.000, 0.005
begrijpelijk, 0.005, 1.000, 0.005
internationaal agentschap, 0.005, 1.000, 0.005
oneindig, 0.005, 1.000, 0.005
minderen, 0.005, 1.000, 0.005
véél, 0.005, 1.000, 0.005
eickhout, 0.005, 1.000, 0.005
bas eickhout, 0.005, 1.000, 0.005
energietransitie, 0.003, 2.000, 0.005
onzekerheden, 0.005, 1.000, 0.005
prijs co2, 0.005, 1.000, 0.005
betwisten, 0.005, 1.000, 0.005
co2 vangen, 0.005, 1.000, 0.005
daling uitstoot, 0.005, 1.000, 0.005
warmere, 0.005, 1.000, 0.005
vellinga, 0.005, 1.000, 0.005
annemieke, 0.005, 1.000, 0.005
meyer, 0.005, 1.000, 0.005
glasgow, 0.005, 1.000, 0.005
parijsakkoord, 0.005, 1.000, 0.005
brandstoffen duurzaam, 0.005, 1.000, 0.005
klimaatverandering politiek, 0.005, 1.000, 0.005
petajoule, 0.005, 1.000, 0.005
technologische innovatie, 0.005, 1.000, 0.005
samenhangen, 0.005, 1.000, 0.005
zomin, 0.005, 1.000, 0.005
uitlaatgassen, 0.005, 1.000, 0.005
doorzet, 0.005, 1.000, 0.005
uitwisseling, 0.005, 1.000, 0.005
industrielanden, 0.005, 1.000, 0.005
co2 uitstoot, 0.005, 1.000, 0.005
tesla, 0.005, 1.000, 0.005
greenpeace, 0.005, 1.000, 0.005
rechte, 0.005, 1.000, 0.005
onherroepelijk, 0.005, 1.000, 0.005
emeritus, 0.005, 1.000, 0.005
prikkels, 0.005, 1.000, 0.005
staalindustrie, 0.005, 1.000, 0.005
eenvijfde, 0.005, 1.000, 0.005
complexiteit, 0.005, 1.000, 0.005
overschakelen, 0.005, 1.000, 0.005
scheepvaart, 0.005, 1.000, 0.005
remmen, 0.005, 1.000, 0.005
vrijblijvend, 0.005, 1.000, 0.005
publiceren, 0.005, 1.000, 0.005
verhoogt, 0.005, 1.000, 0.005
getallen, 0.005, 1.000, 0.005
oogpunt, 0.005, 1.000, 0.005
vastgelegd, 0.005, 1.000, 0.005
ontbreken, 0.005, 1.000, 0.005
invoering, 0.005, 1.000, 0.005
europese 2030, 0.005, 1.000, 0.005
uitstoot 2030, 0.005, 1.000, 0.005
klimaatakkoord afgesproken, 0.005, 1.000, 0.005
citeert, 0.005, 1.000, 0.005
storage, 0.005, 1.000, 0.005
kopenhagen 2009, 0.005, 1.000, 0.005
stroomnetten, 0.005, 1.000, 0.005
progressie, 0.005, 1.000, 0.005
conclusies, 0.005, 1.000, 0.005
hergebruiken, 0.005, 1.000, 0.005
bosbouw, 0.005, 1.000, 0.005
klimaatactie, 0.005, 1.000, 0.005
subsidiëring, 0.005, 1.000, 0.005
uitstoot beperken, 0.005, 1.000, 0.005
middelburg, 0.005, 1.000, 0.005
geplant, 0.005, 1.000, 0.005
overstappen, 0.005, 1.000, 0.005
onderschat, 0.005, 1.000, 0.005
lachgas, 0.005, 1.000, 0.005
getijdenenergie, 0.005, 1.000, 0.005
verkleinen, 0.005, 1.000, 0.005
cbs, 0.005, 1.000, 0.005
landoppervlak, 0.005, 1.000, 0.005
voortgang, 0.005, 1.000, 0.005
co2 broeikasgas, 0.005, 1.000, 0.005
stikstofoxide, 0.005, 1.000, 0.005
filantroop, 0.005, 1.000, 0.005
ecomodernistisch, 0.005, 1.000, 0.005
ijkjaar, 0.005, 1.000, 0.005
co2 duitsland, 0.005, 1.000, 0.005
temperatuurstijging maximaal, 0.005, 1.000, 0.005
duurzame technologie, 0.005, 1.000, 0.005
hernieuwbare energiebesparing, 0.005, 1.000, 0.005
jerry brown, 0.005, 1.000, 0.005
gefabriceerde, 0.005, 1.000, 0.005
handelsbeleid, 0.005, 1.000, 0.005
values, 0.005, 1.000, 0.005
koolstofvrije, 0.005, 1.000, 0.005
geregistreerd, 0.005, 1.000, 0.005
gouverneur jerry, 0.005, 1.000, 0.005
kroonjuweel, 0.005, 1.000, 0.005
kubieke meters, 0.005, 1.000, 0.005
gasproducenten, 0.005, 1.000, 0.005
uitstoot schadelijke, 0.005, 1.000, 0.005
climate action, 0.005, 1.000, 0.005
europese doelstelling, 0.005, 1.000, 0.005
uitgestoten co2, 0.005, 1.000, 0.005
broeikasgassen reduceren, 0.005, 1.000, 0.005
broeikasgassen stoten, 0.005, 1.000, 0.005
kleinere schaal, 0.005, 1.000, 0.005
elektromotor, 0.005, 1.000, 0.005
wereldbevolking miljard, 0.005, 1.000, 0.005
trager, 0.005, 1.000, 0.005
klimaatrapport, 0.005, 1.000, 0.005
gepresenteerd, 0.005, 1.000, 0.005
onderschrijven, 0.005, 1.000, 0.005
armere, 0.005, 1.000, 0.005
stellig, 0.005, 1.000, 0.005
aanvullende, 0.005, 1.000, 0.005
alarm, 0.005, 1.000, 0.005
uitzonderingen, 0.005, 1.000, 0.005
dodelijk, 0.005, 1.000, 0.005
daalt uitstoot, 0.005, 1.000, 0.005
uitgaat, 0.005, 1.000, 0.005
beprijzen, 0.005, 1.000, 0.005
energiebesparende, 0.005, 1.000, 0.005
afvang opslag, 0.005, 1.000, 0.005
uitmaken, 0.004, 1.000, 0.004
honderden miljarden, 0.004, 1.000, 0.004
versterkte, 0.004, 1.000, 0.004
bereik, 0.004, 1.000, 0.004
noodzakelijke, 0.004, 1.000, 0.004
gigantisch, 0.004, 1.000, 0.004
zeilen, 0.004, 1.000, 0.004
gevoed, 0.004, 1.000, 0.004
ingrijpende, 0.004, 1.000, 0.004
opstellers, 0.004, 1.000, 0.004
meekrijgen, 0.004, 1.000, 0.004
broeikasgassen dringen, 0.004, 1.000, 0.004
herbebossing, 0.004, 1.000, 0.004
miljarden subsidie, 0.004, 1.000, 0.004
moeras, 0.004, 1.000, 0.004
deadlines, 0.004, 1.000, 0.004
uniforme, 0.004, 1.000, 0.004
1990 2050, 0.004, 1.000, 0.004
emissiehandel, 0.004, 1.000, 0.004
global warming, 0.004, 1.000, 0.004
waterdamp, 0.004, 1.000, 0.004
lomborg, 0.004, 1.000, 0.004
perken, 0.004, 1.000, 0.004
thermostaat, 0.004, 1.000, 0.004
dennis, 0.004, 1.000, 0.004
grootst, 0.004, 1.000, 0.004
kleinschalig, 0.004, 1.000, 0.004
aangescherpt, 0.004, 1.000, 0.004
algehele, 0.004, 1.000, 0.004
terugbrengen, 0.004, 1.000, 0.004
vuile, 0.004, 1.000, 0.004
dienden, 0.004, 1.000, 0.004
sleutel, 0.004, 1.000, 0.004
hardst, 0.004, 1.000, 0.004
energiekosten, 0.004, 1.000, 0.004
roer, 0.004, 1.000, 0.004
vervuilt, 0.004, 1.000, 0.004
complexe, 0.004, 1.000, 0.004
fan, 0.004, 1.000, 0.004
merkbaar, 0.004, 1.000, 0.004
zwaarder, 0.004, 1.000, 0.004
klimaatakkoord 2015, 0.004, 1.000, 0.004
geoogst, 0.004, 1.000, 0.004
olieproductie, 0.004, 1.000, 0.004
aanscherpen, 0.004, 1.000, 0.004
2050 duurzaam, 0.004, 1.000, 0.004
koelkasten, 0.004, 1.000, 0.004
aantrekkelijk investeren, 0.004, 1.000, 0.004
2050 opzichte, 0.004, 1.000, 0.004
irrigatie, 0.004, 1.000, 0.004
boontjes, 0.004, 1.000, 0.004
2020 2030, 0.004, 1.000, 0.004
2030 reductie, 0.004, 1.000, 0.004
verwachting 2030, 0.004, 1.000, 0.004
broeikasgas methaan, 0.004, 1.000, 0.004
zweem, 0.004, 1.000, 0.004
janne, 0.004, 1.000, 0.004
durban, 0.004, 1.000, 0.004
tonnen co2, 0.004, 1.000, 0.004
teruggang, 0.004, 1.000, 0.004
investeringen hernieuwbare, 0.004, 1.000, 0.004
voedseltekorten, 0.004, 1.000, 0.004
klimaatakkoord opwarming, 0.004, 1.000, 0.004
pier vellinga, 0.004, 1.000, 0.004
opschaling, 0.004, 1.000, 0.004
aanpakken klimaatverandering, 0.004, 1.000, 0.004
groenlinks 2030, 0.004, 1.000, 0.004
hout mest, 0.004, 1.000, 0.004
teruggebracht opzichte, 0.004, 1.000, 0.004
verbranding co2, 0.004, 1.000, 0.004
verslechtert, 0.004, 1.000, 0.004
hetzij, 0.004, 1.000, 0.004
kopie, 0.004, 1.000, 0.004
temperatuurstijging beperken, 0.004, 1.000, 0.004
geabsorbeerd, 0.004, 1.000, 0.004
mondiale opwarming, 0.004, 1.000, 0.004
georiënteerde, 0.004, 1.000, 0.004
natuurwet, 0.004, 1.000, 0.004
opzichte 2005, 0.004, 1.000, 0.004
leo meyer, 0.004, 1.000, 0.004
decennia fossiele, 0.004, 1.000, 0.004
broeikasgassen nul, 0.004, 1.000, 0.004
onaantrekkelijk, 0.004, 1.000, 0.004
boer onderzoeker, 0.004, 1.000, 0.004
loonkosten, 0.004, 1.000, 0.004
coalitiepartijen vvd, 0.004, 1.000, 0.004
degrees, 0.004, 1.000, 0.004
verduurzaming energievoorziening, 0.004, 1.000, 0.004
lankhorst, 0.004, 1.000, 0.004
co2 afvangen, 0.004, 1.000, 0.004
uitstoot gassen, 0.004, 1.000, 0.004
mrd subsidie, 0.004, 1.000, 0.004
nakende, 0.004, 1.000, 0.004
publicist energietransitie, 0.004, 1.000, 0.004
megaton co2, 0.004, 1.000, 0.004
snelste, 0.004, 1.000, 0.004
vemw, 0.004, 1.000, 0.004
afstandje, 0.004, 1.000, 0.004
fosfaat, 0.004, 1.000, 0.004
actieplan, 0.004, 1.000, 0.004
economie economie, 0.004, 1.000, 0.004
vrom, 0.004, 1.000, 0.004
ondiep, 0.004, 1.000, 0.004
uiterst, 0.004, 1.000, 0.004
vicevoorzitter, 0.004, 1.000, 0.004
gestimuleerd, 0.004, 1.000, 0.004
geïmporteerde, 0.004, 1.000, 0.004
zweren, 0.004, 1.000, 0.004
landbouwsector, 0.004, 1.000, 0.004
dwingende, 0.004, 1.000, 0.004
verst, 0.004, 1.000, 0.004
gevlogen, 0.004, 1.000, 0.004
astronaut, 0.004, 1.000, 0.004
verslaving, 0.004, 1.000, 0.004
koolstofarme, 0.004, 1.000, 0.004
leunen, 0.004, 1.000, 0.004
slechtst, 0.004, 1.000, 0.004
tandje, 0.004, 1.000, 0.004
waarschuwt, 0.004, 1.000, 0.004
uitstoot 1990, 0.004, 1.000, 0.004
duurzame stimuleren, 0.004, 1.000, 0.004
bas, 0.004, 1.000, 0.004
nafta, 0.004, 1.000, 0.004
hardnekkig, 0.004, 1.000, 0.004
plantaardige, 0.004, 1.000, 0.004
bereidt, 0.004, 1.000, 0.004
wereldwijde energievoorziening, 0.004, 1.000, 0.004
afgezwakt, 0.004, 1.000, 0.004
energietransitie staat, 0.004, 1.000, 0.004
organisch, 0.004, 1.000, 0.004
kabinetsplannen, 0.004, 1.000, 0.004
netto nul, 0.004, 1.000, 0.004
